Energy,CO,NO2,PM10,PM25,SO2,O3,Temperatura (C),Prędkość wiatru (km/h),Zachmurzenie (%),Ciśnienie (hPa),Opady (mm),Śnieg (cm)
0.0,0.64,35.85,42.25,40.3,3.7,39.1,1.5,12.2,100.0,1027.3,0.1,0.0
0.0,0.56,34.15,41.0,37.3,3.7,38.7,1.6,11.2,100.0,1026.7,0.0,0.0
0.0,0.53,30.6,38.85,32.3,4.0,33.3,1.7,10.4,100.0,1026.6,0.1,0.0
0.0,0.56,30.1,39.6,34.7,3.9,35.1,1.7,10.4,100.0,1026.6,0.0,0.0
0.0,0.51,24.200000000000003,40.3,32.3,3.9,40.4,1.7,11.2,100.0,1026.3,0.1,0.0
0.0,0.48,20.950000000000003,41.25,31.6,3.3,40.4,1.8,10.8,100.0,1025.9,0.1,0.0
0.0,0.47,17.15,36.3,32.0,2.9,41.8,2.0,9.4,100.0,1025.4,0.0,0.0
0.0,0.49,14.7,36.75,34.9,2.8,41.8,1.9,9.4,100.0,1025.2,0.0,0.0
0.0,0.48,12.35,37.2,32.8,2.6,44.8,2.0,9.4,100.0,1024.7,0.0,0.0
0.0,0.41,10.2,30.35,27.1,2.7,48.6,1.9,10.8,100.0,1024.8,0.0,0.0
0.0,0.38,9.45,32.55,26.1,2.8,49.5,2.1,10.1,100.0,1024.3,0.0,0.0
0.0,0.39,9.6,31.25,27.2,2.8,48.6,2.0,10.4,99.0,1024.2,0.0,0.0
0.0,0.38,11.55,33.25,28.4,2.8,45.7,1.3,9.7,9.0,1023.6,0.0,0.0
0.06,0.43,19.05,36.05,28.9,2.9,30.7,1.3,7.9,0.0,1023.6,0.0,0.0
1.44,0.51,29.25,35.05,29.9,3.2,20.4,2.0,8.6,72.0,1024.0,0.0,0.0
2.53,0.49,34.45,34.75,31.0,3.4,23.1,2.8,10.8,71.0,1023.6,0.0,0.0
10.05,0.43,21.2,35.25,29.8,3.5,44.5,4.3,11.2,100.0,1023.0,0.0,0.0
15.99,0.42,18.3,34.35,30.0,3.8,52.7,5.8,9.4,2.0,1023.0,0.0,0.0
16.09,0.41,14.8,39.1,30.1,4.1,62.3,7.4,9.7,0.0,1022.1,0.0,0.0
14.84,0.45,15.95,53.150000000000006,31.8,4.0,68.2,8.6,10.8,0.0,1020.6,0.0,0.0
10.72,0.4,14.25,47.95,28.9,3.9,75.1,9.5,10.1,0.0,1020.2,0.0,0.0
4.68,0.42,16.5,49.45,29.6,4.4,79.5,9.3,10.8,0.0,1019.6,0.0,0.0
1.67,0.47,19.0,46.95,31.7,4.3,76.2,9.0,12.2,58.0,1019.4,0.0,0.0
0.34,0.43,20.0,43.25,27.6,3.3,70.7,7.5,10.8,46.0,1019.5,0.0,0.0
0.0,0.46,28.55,43.8,30.9,3.5,59.1,5.6,10.1,99.0,1019.5,0.0,0.0
0.0,0.48,28.200000000000003,47.85,37.4,3.3,59.2,4.6,12.2,100.0,1019.5,0.0,0.0
0.0,0.55,27.700000000000003,52.2,43.2,3.7,57.6,3.8,14.0,100.0,1019.4,0.0,0.0
0.0,0.51,23.75,52.5,44.1,3.9,62.3,3.2,15.1,75.0,1019.3,0.0,0.0
0.0,0.52,24.0,52.150000000000006,42.6,4.0,61.4,3.0,16.2,66.0,1019.3,0.0,0.0
0.0,0.48,18.450000000000003,54.650000000000006,44.5,4.0,64.8,2.8,15.8,63.0,1018.9,0.0,0.0
0.0,0.47,15.55,51.4,44.0,3.7,70.9,2.6,15.8,9.0,1018.7,0.0,0.0
0.0,0.46,15.05,54.2,44.2,3.6,72.9,2.2,15.8,81.0,1018.5,0.0,0.0
0.0,0.42,11.35,49.75,43.0,3.4,72.1,2.0,15.5,94.0,1018.5,0.0,0.0
0.0,0.4,10.2,52.75,42.7,3.6,73.5,2.0,14.0,97.0,1018.3,0.0,0.0
0.0,0.4,11.3,51.900000000000006,43.3,3.5,73.1,1.9,14.4,99.0,1018.5,0.0,0.0
0.0,0.44,13.55,52.25,44.8,3.5,70.8,1.9,15.5,100.0,1018.3,0.0,0.0
0.0,0.44,16.35,47.95,41.8,3.3,67.9,1.9,14.8,100.0,1018.1,0.0,0.0
0.29,0.47,19.8,48.0,41.6,2.8,61.0,1.9,13.7,100.0,1018.5,0.0,0.0
2.65,0.55,31.4,42.65,39.0,3.0,41.8,2.8,12.6,5.0,1018.4,0.0,0.0
9.14000000001,0.55,40.2,46.75,39.9,3.7,33.3,4.4,15.5,45.0,1018.1,0.0,0.0
13.10999999999,0.5,33.1,46.85,39.3,4.4,48.8,6.3,15.5,66.0,1017.9,0.0,0.0
15.01,0.45,22.35,55.1,39.1,4.2,70.8,7.8,12.6,7.0,1017.9,0.0,0.0
16.16000000001,0.46,17.7,50.35,39.8,4.2,78.8,8.9,11.5,69.0,1017.3,0.0,0.0
14.70999999999,0.45,19.200000000000003,51.6,36.0,3.6,84.6,9.7,12.6,100.0,1017.0,0.0,0.0
10.73,0.42,17.15,42.15,31.4,2.9,88.2,9.9,12.6,99.0,1017.1,0.0,0.0
4.7,0.44,19.8,37.2,27.3,2.3,89.3,9.9,10.8,84.0,1017.1,0.0,0.0
1.98,0.44,19.75,35.75,25.9,2.2,86.5,9.7,10.4,100.0,1017.1,0.0,0.0
0.52,0.42,21.7,32.55,24.4,2.3,80.8,9.0,9.4,100.0,1016.8,0.0,0.0
0.0,0.47,32.45,39.9,29.0,2.7,63.4,7.8,5.8,100.0,1017.1,0.0,0.0
0.0,0.68,51.4,46.85,33.6,4.2,44.9,6.6,7.9,100.0,1017.5,0.0,0.0
0.0,0.64,43.85,51.45,41.8,4.3,46.0,5.8,9.0,100.0,1017.7,0.0,0.0
0.0,0.63,38.8,37.150000000000006,30.1,4.2,51.1,5.4,10.1,97.0,1018.0,0.0,0.0
0.0,0.59,44.45,37.3,29.2,4.6,42.9,4.8,11.2,99.0,1018.4,0.0,0.0
0.0,0.67,57.900000000000006,47.65,32.8,3.9,14.6,4.4,11.9,99.0,1018.7,0.0,0.0
0.0,0.7,54.95,49.55,39.3,3.3,6.8,4.5,12.2,100.0,1018.5,0.0,0.0
0.0,0.71,42.3,63.7,42.9,2.9,7.7,4.1,10.4,100.0,1018.9,0.0,0.0
0.0,0.79,35.6,62.9,48.4,3.3,20.7,4.4,11.5,100.0,1019.2,0.0,0.0
0.0,0.73,27.2,60.0,46.9,3.2,24.4,4.4,13.0,100.0,1019.3,0.0,0.0
0.0,0.76,24.95,51.900000000000006,46.2,2.7,37.5,4.1,12.2,100.0,1019.4,0.0,0.0
0.0,0.65,18.5,43.8,38.5,3.4,48.9,4.1,11.2,100.0,1019.4,0.0,0.0
0.0,0.63,22.95,46.75,37.6,3.2,41.0,4.4,8.6,100.0,1019.0,0.0,0.0
0.06,0.68,24.5,41.6,36.6,3.1,24.5,4.3,10.1,100.0,1019.4,0.0,0.0
0.97,0.75,35.0,40.400000000000006,39.3,3.2,22.7,4.6,9.0,100.0,1019.4,0.0,0.0
2.63,0.88,51.6,45.55,38.7,3.9,13.6,5.5,11.2,100.0,1020.0,0.0,0.0
4.86,0.93,52.85,48.95,41.7,4.6,18.8,6.6,10.4,100.0,1019.7,0.0,0.0
7.0,0.67,36.25,46.55,36.6,4.9,24.0,8.5,8.6,100.0,1019.8,0.0,0.0
8.14,0.59,29.8,55.65,36.8,5.6,42.5,9.6,4.7,96.0,1019.0,0.0,0.0
4.87,0.51,21.8,49.3,35.0,6.9,61.4,10.4,5.8,100.0,1018.4,0.0,0.0
2.17,0.49,19.950000000000003,47.900000000000006,32.8,6.3,71.2,10.1,7.9,100.0,1018.5,0.0,0.0
0.91000000001,0.48,26.55,51.1,30.7,5.6,67.5,9.7,10.1,100.0,1018.4,0.0,0.0
0.50999999999,0.56,26.1,41.95,31.9,5.1,63.3,9.1,7.9,100.0,1018.1,0.0,0.0
0.2,0.74,49.25,47.05,37.8,4.8,40.5,8.3,7.2,100.0,1017.8,0.1,0.0
0.0,1.03,72.7,48.05,36.1,5.0,21.0,7.3,6.5,100.0,1018.4,0.3,0.0
0.0,1.07,84.44999999999999,60.6,51.1,6.1,6.6,7.0,5.4,100.0,1018.2,0.2,0.0
0.0,1.37,77.15,101.8,78.4,8.4,7.7,6.6,3.6,100.0,1017.8,0.3,0.0
0.0,1.47,71.15,117.2,92.7,8.6,3.0,5.9,6.8,100.0,1017.4,0.1,0.0
0.0,1.37,69.75,128.9,101.3,10.4,3.3,5.5,5.8,100.0,1017.5,0.0,0.0
0.0,1.37,64.30000000000001,128.0,98.1,9.6,2.8,5.2,5.8,100.0,1017.8,0.2,0.0
0.0,1.38,53.9,125.4,104.7,9.4,12.7,4.4,9.0,100.0,1017.4,0.8,0.0
0.0,1.38,47.0,125.65,107.2,9.7,20.7,4.0,5.4,100.0,1017.8,1.2,0.0
0.0,1.03,42.4,121.8,94.0,6.3,12.0,3.7,5.4,100.0,1017.7,1.7,0.0
0.0,0.84,36.5,109.6,87.6,5.0,14.5,3.6,6.8,100.0,1017.1,1.4,0.0
0.0,0.8,29.3,105.8,85.6,4.2,15.8,3.4,4.3,100.0,1016.9,0.6,0.0
0.0,0.75,29.45,100.85,84.0,3.2,9.2,3.6,1.4,100.0,1016.9,0.8,0.0
0.0,0.74,36.15,101.5,84.8,3.2,6.8,4.2,4.7,100.0,1017.2,0.5,0.0
0.0,0.94,38.4,108.6,88.8,3.1,3.0,4.5,10.1,100.0,1017.4,0.6,0.0
0.55,1.06,42.7,106.25,88.2,3.1,0.9,4.3,13.7,100.0,1017.8,0.5,0.0
1.16,1.03,44.650000000000006,101.3,91.0,3.3,1.8,4.3,14.4,100.0,1018.2,0.5,0.0
1.41,0.78,38.75,77.95,69.9,3.4,16.6,4.6,14.8,100.0,1019.2,0.3,0.0
1.42000000001,0.58,35.5,50.7,43.6,3.5,26.6,5.2,14.8,100.0,1019.3,0.0,0.0
2.13999999999,0.47,29.95,33.45,27.5,3.0,43.8,6.0,14.4,100.0,1019.4,0.0,0.0
2.08000000001,0.43,27.35,18.3,15.2,2.5,43.6,6.4,18.0,100.0,1019.2,0.0,0.0
2.64,0.43,29.8,13.65,12.4,2.6,49.4,6.1,15.8,100.0,1019.8,0.0,0.0
1.51999999999,0.46,35.95,20.15,19.5,3.3,44.2,6.1,14.4,100.0,1020.4,0.0,0.0
0.59000000001,0.54,35.2,30.9,27.2,3.7,35.5,5.9,16.2,100.0,1020.9,0.0,0.0
0.30999999999,0.48,34.6,34.1,28.8,2.9,33.3,5.7,10.1,98.0,1021.0,0.0,0.0
0.01,0.49,36.75,37.6,31.7,2.9,22.9,4.9,8.6,58.0,1021.8,0.0,0.0
0.0,0.55,40.3,38.75,35.9,2.8,14.6,4.5,8.6,1.0,1022.3,0.0,0.0
0.0,0.65,50.55,48.05,38.6,2.9,2.1,3.2,7.6,0.0,1022.2,0.0,0.0
0.0,0.82,53.75,65.69999999999999,50.9,2.8,2.1,2.5,8.6,100.0,1022.8,0.0,0.0
0.0,1.03,47.55,74.69999999999999,65.3,3.1,2.4,2.5,9.4,100.0,1023.1,0.0,0.0
0.0,1.03,43.7,77.45,66.4,3.2,3.5,1.9,9.0,28.0,1023.2,0.0,0.0
0.0,0.95,38.0,71.7,56.4,3.0,2.9,2.0,9.0,99.0,1023.2,0.0,0.0
0.0,0.83,34.2,51.55,47.5,2.4,3.8,1.4,9.0,74.0,1023.7,0.0,0.0
0.0,0.75,30.3,50.0,41.5,2.3,4.5,1.2,4.0,21.0,1024.1,0.0,0.0
0.0,0.68,26.8,48.5,39.1,2.3,7.1,0.9,8.3,62.0,1024.2,0.0,0.0
0.0,0.61,25.35,40.6,35.5,2.2,10.0,0.7,8.3,31.0,1024.7,0.0,0.0
0.0,0.58,24.4,37.150000000000006,32.7,2.3,7.8,1.1,6.8,100.0,1024.7,0.0,0.0
0.0,0.64,22.450000000000003,42.35,36.4,2.0,8.3,1.8,7.2,100.0,1024.7,0.0,0.0
0.25,0.62,21.85,31.2,30.0,1.6,10.3,1.9,8.3,99.0,1025.1,0.0,0.0
3.1,0.67,24.65,33.3,29.7,2.0,5.8,2.7,8.3,88.0,1025.8,0.0,0.0
8.76,0.71,22.5,39.25,33.8,2.2,8.7,3.5,6.8,100.0,1025.6,0.0,0.0
8.24,0.63,19.45,32.85,29.9,3.1,14.5,4.3,7.9,21.0,1026.0,0.0,0.0
6.61000000001,0.54,21.75,35.5,27.4,4.8,19.2,5.7,7.9,91.0,1026.0,0.0,0.0
9.95999999999,0.47,25.8,42.45,30.6,9.7,35.8,7.0,8.6,0.0,1025.2,0.0,0.0
10.47,0.4,20.05,43.3,31.8,8.2,53.4,7.5,11.2,100.0,1025.0,0.0,0.0
6.88,0.34,17.35,33.400000000000006,25.1,5.9,64.9,7.4,10.8,39.0,1024.6,0.0,0.0
2.45,0.32,19.15,31.7,22.1,4.6,73.5,7.2,13.0,100.0,1024.0,0.0,0.0
1.74000000001,0.3,20.1,29.4,20.4,3.8,70.7,3.7,19.1,100.0,1026.0,1.0,0.0
0.48999999999,0.33,22.0,27.700000000000003,22.8,3.6,62.5,2.3,16.9,100.0,1026.7,0.3,0.0
0.0,0.36,19.1,17.75,16.2,2.8,45.8,1.8,16.9,100.0,1027.0,0.5,0.0
0.0,0.34,17.65,12.2,10.9,2.2,49.6,1.6,16.9,100.0,1027.8,0.3,0.0
0.0,0.39,20.75,18.25,17.6,2.1,44.6,1.6,18.4,100.0,1027.7,0.3,0.0
0.0,0.37,19.85,19.15,16.6,2.0,50.4,1.5,17.6,100.0,1027.5,0.3,0.0
0.0,0.28,15.65,15.65,14.8,2.0,58.4,1.5,17.6,100.0,1027.6,0.3,0.0
0.0,0.26,14.05,15.0,13.2,1.9,62.1,1.4,16.9,100.0,1027.5,0.2,0.0
0.0,0.21,12.65,14.65,12.9,1.8,62.7,1.4,16.6,100.0,1027.7,0.1,0.0
0.0,0.24,11.05,14.25,13.2,1.7,62.4,1.5,20.2,100.0,1027.9,0.1,0.0
0.0,0.28,10.3,13.9,15.4,1.7,58.5,1.7,15.1,100.0,1027.6,0.2,0.0
0.0,0.27,10.25,15.65,17.1,1.7,54.5,1.6,13.7,100.0,1027.6,0.2,0.0
0.0,0.26,10.15,20.35,17.8,1.6,53.2,1.7,15.1,100.0,1028.2,0.2,0.0
0.0,0.25,9.8,19.75,17.4,1.8,53.2,1.7,15.1,100.0,1028.2,0.1,0.0
0.0,0.24,9.35,16.1,16.0,1.7,54.5,1.6,15.5,100.0,1028.3,0.1,0.0
0.04,0.24,9.7,16.6,15.4,1.7,54.4,1.7,20.2,100.0,1028.7,0.1,0.0
0.65,0.26,12.2,18.8,15.9,1.5,53.9,1.9,18.0,100.0,1029.3,0.0,0.0
1.79000000001,0.26,12.65,19.85,18.3,1.5,51.1,2.3,16.2,100.0,1029.6,0.0,0.0
3.59999999999,0.26,11.75,19.6,18.7,1.6,51.3,2.6,14.4,100.0,1030.1,0.0,0.0
2.24,0.24,10.9,19.5,16.7,2.1,56.7,2.4,13.7,100.0,1030.7,0.0,0.0
2.07,0.24,10.95,14.05,12.8,1.9,62.6,2.9,12.6,100.0,1029.6,0.0,0.0
2.19,0.26,13.5,18.4,16.7,3.2,58.4,2.8,16.2,100.0,1029.5,0.0,0.0
2.53,0.3,14.85,23.8,21.8,2.7,55.4,3.0,15.8,100.0,1029.5,0.0,0.0
2.13,0.29,14.1,20.45,17.1,1.7,63.4,2.8,15.8,100.0,1029.0,0.0,0.0
0.56,0.24,11.1,18.9,15.8,1.5,62.3,2.6,13.0,1.0,1029.5,0.0,0.0
0.18000000001,0.28,12.9,19.6,17.8,1.6,59.7,2.1,11.2,6.0,1029.4,0.0,0.0
0.0,0.31,17.25,21.5,19.6,1.5,61.2,1.1,9.7,1.0,1029.6,0.0,0.0
0.0,0.35,19.95,24.8,21.3,1.7,58.5,0.5,9.0,0.0,1029.7,0.0,0.0
0.0,0.34,20.4,24.8,20.4,2.4,60.5,0.9,10.4,100.0,1029.5,0.0,0.0
0.0,0.32,19.35,22.200000000000003,16.9,2.9,67.6,1.3,11.9,100.0,1029.5,0.0,0.0
0.0,0.36,20.75,23.1,17.9,2.7,63.1,1.5,14.4,100.0,1029.4,0.0,0.0
0.0,0.31,15.75,24.3,20.1,2.7,58.5,1.6,16.2,100.0,1029.2,0.0,0.0
0.0,0.3,12.9,22.6,20.4,2.3,60.5,1.4,17.6,100.0,1029.1,0.0,0.0
0.0,0.29,11.4,26.0,22.8,2.2,58.0,1.4,14.4,100.0,1028.7,0.0,0.0
0.0,0.26,10.65,22.950000000000003,19.0,2.2,55.0,1.4,13.7,100.0,1028.8,0.0,0.0
0.0,0.23,9.35,19.1,15.2,2.4,56.5,1.5,13.3,100.0,1028.4,0.0,0.0
0.0,0.23,8.65,15.5,16.2,1.8,57.7,1.5,13.7,100.0,1028.7,0.0,0.0
0.0,0.23,9.9,16.95,17.5,2.1,54.8,1.7,14.0,100.0,1028.8,0.0,0.0
0.0,0.25,12.95,22.75,20.9,2.2,51.8,1.9,14.8,100.0,1028.9,0.0,0.0
0.0,0.28,18.1,22.05,20.9,2.4,49.6,2.0,18.0,100.0,1028.7,0.0,0.0
0.28999999999,0.37,26.05,22.1,18.1,2.4,44.9,2.4,18.0,100.0,1029.2,0.0,0.0
1.41,0.41,34.2,21.75,17.9,2.6,44.2,3.1,14.8,100.0,1028.8,0.0,0.0
2.33000000001,0.38,30.65,20.35,17.1,3.4,51.5,3.6,18.4,100.0,1028.5,0.0,0.0
2.94999999999,0.34,27.05,19.05,14.2,3.0,60.0,4.7,19.8,100.0,1027.8,0.0,0.0
3.9,0.36,26.55,25.75,14.1,2.8,67.5,4.8,20.9,100.0,1027.9,0.0,0.0
4.7,0.33,22.9,35.2,14.1,2.3,73.3,5.2,21.6,100.0,1027.4,0.0,0.0
3.91,0.32,21.35,29.9,13.4,2.0,73.5,5.4,20.5,100.0,1026.8,0.0,0.0
3.43,0.33,22.2,26.25,15.5,2.3,69.8,5.4,17.6,100.0,1026.9,0.0,0.0
2.86000000001,0.4,26.950000000000003,28.9,17.6,2.3,65.8,5.6,17.3,100.0,1026.7,0.0,0.0
0.90999999999,0.5,28.9,27.15,16.2,2.3,65.2,5.3,15.5,99.0,1026.3,0.0,0.0
0.02,0.47,28.7,26.85,17.0,2.1,65.7,3.9,10.8,100.0,1026.6,0.0,0.0
0.0,0.41,33.7,31.35,21.0,2.9,56.9,3.1,10.8,100.0,1026.8,0.0,0.0
0.0,0.4,29.8,38.6,31.1,5.3,50.3,3.5,10.8,100.0,1027.0,0.0,0.0
0.0,0.47,30.2,43.05,39.7,12.3,48.2,2.8,9.4,100.0,1026.7,0.0,0.0
0.0,0.44,29.85,44.1,39.2,8.0,40.0,2.6,9.0,100.0,1027.4,0.0,0.0
0.0,0.56,43.25,48.5,45.0,4.8,22.0,3.1,9.7,100.0,1027.5,0.0,0.0
0.0,0.54,41.6,51.55,46.7,4.6,20.9,3.4,10.8,100.0,1028.1,0.0,0.0
0.0,0.62,35.9,54.85,50.9,5.4,33.6,3.3,10.1,100.0,1027.0,0.0,0.0
0.0,0.46,23.5,49.1,41.8,5.1,39.2,3.2,11.9,100.0,1026.4,0.0,0.0
0.0,0.3,14.85,36.15,34.4,5.2,45.6,3.5,11.2,100.0,1026.3,0.0,0.0
0.0,0.32,13.3,37.95,34.2,4.8,49.8,2.3,12.2,100.0,1027.1,0.0,0.0
0.0,0.33,13.8,38.5,34.4,4.7,47.9,1.5,11.5,100.0,1027.1,0.0,0.0
0.0,0.34,16.75,40.8,33.9,4.9,46.0,1.6,10.4,100.0,1026.9,0.0,0.0
0.9,0.42,22.85,38.6,35.5,3.6,38.7,2.2,14.0,96.0,1027.7,0.0,0.0
4.98,0.6,33.599999999999994,43.05,39.6,3.5,30.9,3.0,13.3,58.0,1027.4,0.0,0.0
9.65,0.62,38.6,41.0,38.0,4.3,26.5,4.7,12.6,74.0,1027.2,0.0,0.0
13.87,0.5,30.05,49.35,37.6,8.9,40.0,6.3,15.1,100.0,1026.9,0.0,0.0
16.58,0.36,21.200000000000003,49.1,28.1,8.9,61.9,7.5,18.7,12.0,1026.1,0.0,0.0
16.23,0.32,23.85,36.8,17.4,7.1,73.0,8.4,18.0,98.0,1025.9,0.0,0.0
16.02,0.33,22.15,29.450000000000003,15.0,5.0,78.5,8.9,19.8,70.0,1024.9,0.0,0.0
11.73,0.32,20.35,24.8,13.6,3.6,85.1,9.1,18.4,50.0,1025.4,0.0,0.0
5.58000000001,0.32,19.35,26.05,14.3,3.3,85.7,9.0,19.1,0.0,1024.7,0.0,0.0
2.17999999999,0.39,28.15,29.15,17.8,3.6,82.9,9.0,22.0,0.0,1024.0,0.0,0.0
0.59,0.46,33.25,26.15,16.0,4.4,73.7,8.3,15.1,0.0,1024.8,0.0,0.0
0.02,0.45,39.150000000000006,31.05,16.6,5.5,65.7,6.8,14.0,0.0,1024.8,0.0,0.0
0.0,0.52,48.8,35.85,23.8,4.7,59.5,5.9,15.8,0.0,1025.2,0.0,0.0
0.0,0.54,53.6,44.1,26.1,7.1,40.1,5.5,16.6,0.0,1025.4,0.0,0.0
0.0,0.47,43.7,44.55,23.8,9.9,29.6,4.7,13.7,18.0,1026.0,0.0,0.0
0.0,0.69,47.15,51.5,40.4,9.5,42.2,3.6,12.2,16.0,1026.6,0.0,0.0
0.0,0.56,39.25,38.6,24.5,8.8,50.1,3.1,11.5,30.0,1026.2,0.0,0.0
0.0,0.5,27.7,34.75,22.8,8.3,60.1,2.6,11.5,100.0,1025.9,0.0,0.0
0.0,0.44,22.9,30.3,20.0,6.0,64.2,3.0,14.4,100.0,1026.3,0.0,0.0
0.0,0.42,17.35,28.0,21.0,5.3,66.0,2.6,12.6,20.0,1026.3,0.0,0.0
0.0,0.38,15.3,29.1,21.1,5.1,66.3,2.2,12.2,4.0,1026.6,0.0,0.0
0.0,0.35,11.8,28.85,22.9,3.8,69.3,2.0,13.0,1.0,1027.2,0.0,0.0
0.0,0.34,12.5,29.25,22.9,3.7,63.0,1.6,12.6,71.0,1027.0,0.0,0.0
0.0,0.32,13.8,31.4,22.3,4.5,60.0,1.5,11.2,91.0,1026.8,0.0,0.0
0.81,0.34,17.45,28.05,23.3,4.3,63.0,2.2,13.7,86.0,1027.2,0.0,0.0
5.27,0.42,30.25,30.5,24.3,4.4,51.8,4.2,15.1,73.0,1027.0,0.0,0.0
11.64,0.41,30.6,32.75,22.8,4.6,55.2,5.6,19.1,3.0,1027.4,0.0,0.0
16.04,0.35,23.85,31.9,22.8,3.9,65.3,8.6,14.4,0.0,1027.3,0.0,0.0
17.91,0.34,22.65,34.599999999999994,18.8,5.1,74.9,10.5,18.0,18.0,1025.7,0.0,0.0
17.52,0.31,16.35,27.35,14.6,4.7,85.8,11.5,18.7,1.0,1025.4,0.0,0.0
15.68,0.3,15.35,20.5,13.5,4.1,91.9,12.6,18.0,6.0,1025.4,0.0,0.0
12.92,0.27,13.75,16.65,10.3,4.2,97.3,13.0,17.3,10.0,1024.9,0.0,0.0
5.83,0.3,15.5,17.7,10.6,2.4,97.6,13.0,17.6,56.0,1024.8,0.0,0.0
2.47,0.31,15.3,19.4,10.3,2.5,96.9,12.8,19.8,71.0,1024.5,0.0,0.0
0.7,0.33,18.95,19.9,10.5,2.4,90.2,11.3,18.4,43.0,1024.6,0.0,0.0
0.05,0.39,28.8,27.15,13.9,2.5,82.0,9.2,16.9,7.0,1025.0,0.0,0.0
0.0,0.41,28.4,31.15,18.6,3.6,74.6,7.6,15.8,66.0,1026.1,0.0,0.0
0.0,0.47,30.1,35.25,26.0,3.6,71.1,6.5,16.9,96.0,1026.1,0.0,0.0
0.0,0.52,31.85,41.85,31.5,3.9,72.1,5.8,17.3,95.0,1026.4,0.0,0.0
0.0,0.51,30.4,41.0,32.5,4.2,76.2,5.3,16.2,77.0,1026.6,0.0,0.0
0.0,0.45,21.85,36.6,30.0,3.5,81.9,5.0,18.0,58.0,1027.1,0.0,0.0
0.0,0.4,16.1,34.85,26.8,4.0,87.3,4.9,18.0,43.0,1027.2,0.0,0.0
0.0,0.35,13.5,32.15,25.0,3.8,87.9,5.5,19.1,75.0,1027.1,0.0,0.0
0.0,0.31,11.25,31.5,22.5,3.3,88.0,5.3,16.2,41.0,1026.9,0.0,0.0
0.0,0.3,11.4,29.55,21.2,3.5,85.6,4.8,15.1,16.0,1026.8,0.0,0.0
0.0,0.29,10.2,29.95,20.2,4.0,84.2,4.5,16.2,0.0,1027.1,0.0,0.0
0.0,0.28,10.8,26.55,19.8,3.7,83.6,4.2,14.0,0.0,1027.1,0.0,0.0
0.0,0.29,12.1,28.200000000000003,20.0,4.3,82.8,3.8,14.4,0.0,1026.5,0.0,0.0
0.85,0.31,17.9,25.5,19.7,3.8,74.3,4.5,13.3,0.0,1026.8,0.0,0.0
6.25,0.4,29.15,27.95,21.3,2.7,60.1,6.0,15.8,0.0,1027.0,0.0,0.0
12.11,0.41,36.65,31.3,21.6,2.9,54.4,8.4,17.3,0.0,1027.0,0.0,0.0
15.97,0.34,30.950000000000003,32.8,20.7,2.7,69.5,10.8,18.7,0.0,1026.1,0.0,0.0
17.82,0.31,17.35,32.5,17.9,2.4,88.4,12.8,19.1,0.0,1025.5,0.0,0.0
18.17,0.3,15.9,28.9,15.1,2.2,93.1,14.2,19.4,0.0,1024.7,0.0,0.0
16.66,0.3,15.85,24.55,12.8,2.2,97.9,15.8,20.2,0.0,1023.8,0.0,0.0
12.54000000001,0.3,14.95,23.1,10.1,2.5,101.4,16.7,19.8,0.0,1023.9,0.0,0.0
5.75999999999,0.3,15.05,21.200000000000003,9.4,2.4,102.8,16.4,20.5,0.0,1023.3,0.0,0.0
2.26,0.3,17.6,24.0,9.5,2.6,101.8,15.8,20.5,0.0,1022.5,0.0,0.0
0.73000000001,0.29,19.45,22.65,10.0,2.4,100.0,14.4,20.9,0.0,1023.2,0.0,0.0
0.03999999999,0.27,21.0,22.1,10.3,2.4,91.9,12.3,18.7,0.0,1023.2,0.0,0.0
0.0,0.31,24.0,24.15,13.6,2.5,88.0,10.8,19.8,0.0,1023.8,0.0,0.0
0.0,0.32,21.15,30.3,17.7,2.6,91.2,9.8,19.8,4.0,1023.9,0.0,0.0
0.0,0.34,19.7,28.55,20.1,3.0,92.8,9.2,19.1,12.0,1024.4,0.0,0.0
0.0,0.37,22.15,34.0,22.2,3.4,90.2,8.8,18.7,96.0,1024.6,0.0,0.0
0.0,0.37,29.5,30.2,20.1,3.3,78.7,8.5,18.4,13.0,1024.7,0.0,0.0
0.0,0.32,19.75,28.05,17.7,2.9,95.3,8.1,16.2,23.0,1024.8,0.0,0.0
0.0,0.29,14.25,26.6,16.5,2.8,94.8,8.7,15.1,0.0,1024.2,0.0,0.0
0.0,0.29,13.55,26.5,17.4,2.6,95.2,8.3,13.3,0.0,1024.4,0.0,0.0
0.0,0.3,13.6,21.6,16.3,2.3,96.0,7.6,13.0,83.0,1024.3,0.0,0.0
0.0,0.3,11.8,21.450000000000003,16.8,2.1,90.5,7.2,11.5,100.0,1024.9,0.0,0.0
0.0,0.3,12.45,22.450000000000003,16.5,2.1,90.0,6.6,11.5,100.0,1024.9,0.0,0.0
0.0,0.33,15.05,22.4,15.4,2.2,88.1,6.4,11.5,59.0,1024.2,0.0,0.0
1.28,0.36,26.25,23.7,16.8,2.3,64.3,6.8,11.5,84.0,1024.6,0.0,0.0
5.67,0.42,57.650000000000006,33.2,17.4,2.7,13.3,8.4,11.2,99.0,1024.5,0.0,0.0
8.57,0.52,61.900000000000006,27.95,16.4,2.7,32.8,10.5,11.2,100.0,1024.3,0.0,0.0
12.14,0.34,41.2,33.35,14.2,2.7,46.9,12.8,10.8,100.0,1024.0,0.0,0.0
