DayOfYear,DayOfWeek,Time,Energy,NOx,CO,NO,NO2,PM10,PM25,Benzen,SO2,O3,Temperatura (C),Prędkość wiatru (km/h),Zachmurzenie (%),Ciśnienie (hPa),Opady (mm),Śnieg (cm)
328,5,07:00:00,0.01,27.05,0.26,6.45,17.15,21.35,21.9,0.59,2.0,37.9,0.5,16.6,91.0,1014.7,0.0,0.0
328,5,08:00:00,0.52,35.2,0.31,10.85,18.6,20.5,20.1,0.53,1.9,39.5,0.7,16.9,0.0,1015.0,0.0,0.0
328,5,09:00:00,1.51,47.3,0.35,16.75,21.65,20.25,18.7,0.52,1.9,41.9,1.2,19.4,100.0,1017.0,0.0,0.0
328,5,10:00:00,1.06,36.8,0.31,11.8,18.75,17.4,15.8,0.53,2.0,45.3,1.4,22.3,100.0,1018.0,0.0,0.0
328,5,11:00:00,0.86,36.95,0.32,12.0,18.6,17.05,18.0,0.51,2.5,41.9,1.5,22.0,100.0,1018.8,0.0,0.0
328,5,12:00:00,3.66,32.25,0.31,9.45,17.8,19.55,20.5,0.54,1.8,42.0,1.4,23.0,100.0,1020.1,0.1,0.0
328,5,13:00:00,1.99,32.85,0.31,10.25,17.2,16.6,14.9,0.52,1.1,50.4,1.7,24.1,100.0,1021.1,0.0,0.0
328,5,14:00:00,1.14,36.55,0.28,12.95,16.75,18.85,14.3,0.45,1.5,55.7,1.5,18.4,100.0,1021.9,0.0,0.0
328,5,15:00:00,0.04,34.05,0.31,12.45,15.05,18.35,13.6,0.42,1.0,60.0,0.9,15.5,2.0,1023.6,0.0,0.0
328,5,16:00:00,0.0,40.25,0.33,12.4,21.3,20.55,14.8,0.47,2.2,52.1,0.7,17.6,100.0,1025.5,0.0,0.0
328,5,17:00:00,0.0,34.35,0.3,10.0,19.05,17.55,13.5,0.54,2.0,53.1,1.4,16.9,100.0,1025.4,0.0,0.0
328,5,18:00:00,0.0,43.650000000000006,0.36,13.45,23.1,18.35,14.1,0.54,2.2,51.7,1.3,12.2,97.0,1025.6,0.0,0.0
328,5,19:00:00,0.0,49.55,0.4,13.75,28.5,15.4,15.1,0.59,2.2,47.0,0.9,13.3,4.0,1026.7,0.0,0.0
328,5,20:00:00,0.0,35.7,0.33,12.75,16.200000000000003,21.200000000000003,14.4,0.74,2.5,59.0,0.0,11.9,0.0,1027.3,0.0,0.0
328,5,21:00:00,0.0,25.9,0.3,8.9,12.2,18.9,11.9,0.56,1.6,60.8,-0.4,14.4,0.0,1027.7,0.0,0.0
328,5,22:00:00,0.0,18.5,0.29,4.0,12.35,16.55,11.8,0.54,6.2,56.6,-0.5,15.1,0.0,1027.8,0.0,0.0
328,5,23:00:00,0.0,13.35,0.3,1.85,10.5,16.35,13.3,0.69,5.4,54.1,-0.6,11.9,3.0,1028.1,0.0,0.0
329,6,00:00:00,0.0,15.15,0.33,2.3,11.65,15.6,15.8,0.88,2.8,52.5,-0.7,13.7,2.0,1028.8,0.0,0.0
329,6,01:00:00,0.0,15.65,0.34,1.55,13.3,17.25,15.3,0.82,3.5,51.6,-1.1,13.7,31.0,1029.1,0.0,0.0
329,6,02:00:00,0.0,15.8,0.33,1.15,14.1,13.8,14.4,0.66,1.8,51.7,-1.1,12.2,6.0,1028.3,0.0,0.0
329,6,03:00:00,0.0,12.3,0.3,1.25,10.4,16.05,11.6,0.655,1.6,50.4,-1.3,12.2,9.0,1027.6,0.0,0.0
329,6,04:00:00,0.0,8.15,0.32,1.05,6.55,14.1,14.3,0.65,1.3,47.9,-1.3,16.2,92.0,1027.3,0.0,0.0
329,6,05:00:00,0.0,7.0,0.33,0.65,5.95,19.8,21.2,0.68,0.6,45.1,-0.7,19.4,100.0,1026.7,0.0,0.0
329,6,06:00:00,0.01,7.15,0.32,1.25,5.25,17.950000000000003,18.8,0.78,0.5,47.1,0.2,24.1,100.0,1026.3,0.0,0.0
329,6,07:00:00,0.32,6.75,0.31,1.2,4.9,15.7,14.8,0.66,0.6,49.7,0.6,31.3,100.0,1026.2,0.0,0.0
329,6,08:00:00,0.95,5.949999999999999,0.27,1.15,4.15,12.85,11.4,0.53,0.6,55.8,0.7,33.5,100.0,1026.3,0.0,0.0
329,6,09:00:00,0.93,7.7,0.24,1.7,5.1,12.15,10.0,0.45,1.3,58.1,0.9,35.3,100.0,1026.7,0.0,0.0
329,6,10:00:00,0.91,8.65,0.26,2.4,5.0,15.1,12.8,0.46,1.0,58.6,0.4,28.1,100.0,1026.6,0.4,0.21
329,6,11:00:00,1.96,8.8,0.26,2.2,5.5,25.5,15.6,0.45,0.5,60.1,0.1,27.0,100.0,1025.9,0.8,0.28
329,6,12:00:00,0.88,9.1,0.24,1.95,6.15,27.05,14.7,0.51,0.7,59.9,0.2,24.5,100.0,1025.3,1.3,0.14
329,6,13:00:00,1.07,12.35,0.27,3.5,7.0,18.75,16.8,0.51,0.8,56.9,0.5,25.9,100.0,1025.2,0.7,0.0
329,6,14:00:00,0.26,12.7,0.3,2.75,8.45,15.35,14.3,0.62,1.1,52.6,0.7,24.8,100.0,1025.5,0.2,0.0
329,6,15:00:00,0.0,16.35,0.31,3.9,10.3,16.9,16.8,0.66,1.6,51.2,1.0,25.6,100.0,1025.5,0.1,0.0
329,6,16:00:00,0.0,14.15,0.33,3.1,9.35,19.1,19.2,0.79,1.3,48.9,1.3,25.6,100.0,1026.3,0.0,0.0
329,6,17:00:00,0.0,14.4,0.33,2.3,10.8,20.2,20.0,0.88,1.6,49.4,1.3,25.2,100.0,1025.9,0.0,0.0
329,6,18:00:00,0.0,16.25,0.34,3.05,11.55,17.55,20.5,0.94,1.9,48.3,1.5,22.0,100.0,1025.7,0.0,0.0
329,6,19:00:00,0.0,14.4,0.33,2.7,10.3,17.75,19.8,0.91,2.0,49.9,1.6,23.0,100.0,1026.2,0.0,0.0
329,6,20:00:00,0.0,14.4,0.32,3.2,9.5,19.25,18.3,0.83,1.8,51.7,1.8,22.7,100.0,1026.3,0.0,0.0
329,6,21:00:00,0.0,10.55,0.31,1.85,7.65,19.65,18.3,0.78,1.5,54.1,2.1,21.2,100.0,1026.6,0.0,0.0
329,6,22:00:00,0.0,9.6,0.3,1.7999999999999998,6.9,17.25,16.9,0.75,1.4,55.6,2.3,22.3,100.0,1026.4,0.0,0.0
329,6,23:00:00,0.0,8.3,0.29,1.0,6.8,14.8,16.0,0.72,1.2,55.7,2.4,23.0,100.0,1026.3,0.0,0.0
330,0,00:00:00,0.0,6.75,0.26,0.8500000000000001,5.45,15.15,14.4,0.62,1.1,57.1,2.5,22.3,100.0,1026.0,0.0,0.0
330,0,01:00:00,0.0,5.1,0.22,0.5,4.35,15.0,14.4,0.59,0.9,57.5,2.6,22.0,100.0,1026.6,0.0,0.0
330,0,02:00:00,0.0,4.75,0.22,0.35,4.199999999999999,18.0,14.9,0.63,0.7,56.9,2.6,21.6,81.0,1026.0,0.0,0.0
330,0,03:00:00,0.0,4.7,0.22,0.55,3.9,11.15,14.8,0.66,1.1,56.7,2.8,22.3,16.0,1026.0,0.0,0.0
330,0,04:00:00,0.0,4.2,0.22,0.3,3.7,12.95,14.4,0.665,0.8,55.8,2.7,22.0,39.0,1026.2,0.0,0.0
330,0,05:00:00,0.0,5.25,0.21,0.6,4.4,14.6,14.1,0.67,1.0,55.3,2.7,20.2,69.0,1025.8,0.0,0.0
330,0,06:00:00,0.0,8.65,0.22,0.8500000000000001,7.4,15.0,13.7,0.63,0.9,51.0,2.9,18.7,100.0,1025.7,0.0,0.0
330,0,07:00:00,1.01000000001,20.35,0.23,4.35,13.7,14.8,13.3,0.78,0.8,42.3,3.2,22.7,100.0,1026.0,0.0,0.0
330,0,08:00:00,4.08999999999,33.8,0.23,8.35,21.1,16.75,12.8,1.2,1.1,34.9,4.0,21.6,84.0,1025.2,0.0,0.0
330,0,09:00:00,7.22,23.85,0.23,5.8,15.0,15.15,12.2,1.06,1.5,45.5,5.3,24.5,25.0,1025.3,0.0,0.0
330,0,10:00:00,9.09,17.5,0.24,4.1,11.25,16.3,12.1,0.76,1.5,54.3,6.3,23.4,54.0,1024.9,0.0,0.0
330,0,11:00:00,8.39,21.25,0.25,5.9,12.2,16.35,11.5,0.7,2.2,58.0,7.1,19.4,9.0,1024.1,0.0,0.0
330,0,12:00:00,4.74,20.2,0.25,5.800000000000001,11.3,14.2,11.1,0.59,2.3,60.3,7.8,16.2,1.0,1023.6,0.0,0.0
330,0,13:00:00,1.57,18.1,0.25,4.699999999999999,10.95,14.25,10.4,0.55,2.2,62.4,7.8,16.2,2.0,1023.4,0.0,0.0
330,0,14:00:00,0.76000000001,17.1,0.25,4.2,10.65,13.2,10.0,0.52,2.2,65.2,7.0,13.7,0.0,1022.6,0.0,0.0
330,0,15:00:00,0.04999999999,20.0,0.26,4.5,13.1,15.65,10.0,0.53,1.6,62.3,6.0,13.7,80.0,1022.6,0.0,0.0
330,0,16:00:00,0.0,23.65,0.29,4.1,17.299999999999997,16.799999999999997,10.4,0.55,1.7,58.1,5.3,14.0,93.0,1022.3,0.0,0.0
330,0,17:00:00,0.0,25.4,0.3,6.3,15.75,15.7,11.9,0.66,1.3,55.6,4.6,18.0,99.0,1021.8,0.0,0.0
330,0,18:00:00,0.0,18.8,0.28,2.95,14.35,14.6,11.7,0.71,1.5,61.2,4.6,22.3,99.0,1021.3,0.0,0.0
330,0,19:00:00,0.0,16.85,0.29,2.8,12.55,13.05,11.9,0.69,1.6,62.2,4.8,25.9,99.0,1021.0,0.0,0.0
330,0,20:00:00,0.0,17.549999999999997,0.29,3.3,12.6,13.1,11.7,0.75,1.9,62.4,4.9,29.2,98.0,1020.7,0.0,0.0
330,0,21:00:00,0.0,11.65,0.26,2.5,7.8,12.65,10.3,0.65,1.4,67.6,4.9,32.0,97.0,1020.3,0.0,0.0
330,0,22:00:00,0.0,7.9,0.23,1.4500000000000002,5.7,12.1,9.5,0.56,1.5,69.0,5.0,24.8,77.0,1020.2,0.0,0.0
330,0,23:00:00,0.0,7.9,0.22,1.75,5.199999999999999,9.55,8.6,0.47,1.2,69.4,4.7,15.8,67.0,1020.0,0.0,0.0
331,1,00:00:00,0.0,8.15,0.22,1.9,5.3,9.0,8.8,0.43,1.6,70.8,4.3,8.6,43.0,1019.6,0.0,0.0
331,1,01:00:00,0.0,6.300000000000001,0.22,1.45,4.1,10.35,8.7,0.4,2.0,70.9,3.7,7.9,13.0,1019.5,0.0,0.0
331,1,02:00:00,0.0,4.5,0.2,0.7,3.4000000000000004,10.1,8.9,0.4,3.0,69.4,3.3,11.5,87.0,1019.0,0.0,0.0
331,1,03:00:00,0.0,4.8,0.21,0.55,3.9,9.85,9.6,0.4,4.3,67.2,3.6,12.6,88.0,1018.3,0.0,0.0
331,1,04:00:00,0.0,5.9,0.21,0.8500000000000001,4.6,10.3,10.7,0.42,5.7,64.7,3.3,10.4,95.0,1018.6,0.0,0.0
331,1,05:00:00,0.0,7.550000000000001,0.22,1.15,5.800000000000001,12.85,11.1,0.49,5.0,62.0,3.1,10.1,42.0,1018.7,0.0,0.0
331,1,06:00:00,0.0,12.6,0.27,2.3,9.1,13.8,10.5,0.56,3.7,56.4,3.0,9.4,71.0,1018.2,0.0,0.0
331,1,07:00:00,0.66,20.2,0.32,2.5,16.4,14.95,13.7,0.63,3.4,48.6,3.5,15.5,89.0,1019.1,0.0,0.0
331,1,08:00:00,4.75,38.1,0.31,6.5,28.15,16.2,12.2,0.82,3.8,35.7,4.5,19.4,90.0,1018.5,0.0,0.0
331,1,09:00:00,8.94,27.85,0.3,5.15,19.95,13.7,12.5,0.88,3.9,45.3,6.0,21.6,0.0,1018.2,0.0,0.0
331,1,10:00:00,10.83,22.95,0.31,5.3,14.85,14.2,12.7,0.7,3.5,53.4,7.1,21.6,0.0,1018.1,0.0,0.0
331,1,11:00:00,10.47,24.1,0.3,5.5,15.7,25.200000000000003,12.7,0.69,3.0,58.6,7.7,16.9,0.0,1017.7,0.0,0.0
331,1,12:00:00,4.99,20.55,0.3,4.300000000000001,14.05,15.7,12.8,0.59,2.6,61.3,8.8,14.0,0.0,1016.5,0.0,0.0
331,1,13:00:00,1.23,24.85,0.32,6.95,14.25,16.45,12.3,0.58,2.2,62.3,9.4,13.0,0.0,1017.0,0.0,0.0
331,1,14:00:00,0.79,23.35,0.31,4.85,16.0,14.5,12.2,0.58,2.2,61.6,8.5,13.0,0.0,1017.3,0.0,0.0
331,1,15:00:00,0.1,30.0,0.36,5.1,22.25,19.6,13.6,0.57,1.8,57.0,7.0,11.9,0.0,1018.0,0.0,0.0
331,1,16:00:00,0.0,51.05,0.47,6.75,40.7,27.05,17.1,0.67,1.9,34.6,6.5,15.1,100.0,1018.6,0.0,0.0
331,1,17:00:00,0.0,64.0,0.54,9.35,49.7,32.849999999999994,22.4,1.34,3.0,24.8,6.3,11.5,100.0,1018.9,0.0,0.0
331,1,18:00:00,0.0,40.150000000000006,0.52,3.7,34.55,31.700000000000003,26.7,1.85,4.2,37.7,6.6,14.0,100.0,1019.2,0.1,0.0
331,1,19:00:00,0.0,37.8,0.6,4.699999999999999,30.6,39.45,39.6,1.65,3.8,38.7,6.5,18.0,100.0,1019.5,0.6,0.0
331,1,20:00:00,0.0,43.05,0.52,9.3,28.85,39.65,35.7,2.06,5.0,29.0,6.3,15.5,100.0,1020.3,0.2,0.0
331,1,21:00:00,0.0,40.0,0.46,11.3,22.75,28.65,28.2,1.63,2.8,25.0,6.4,16.2,100.0,1021.1,0.0,0.0
331,1,22:00:00,0.0,30.85,0.43,7.8,18.9,20.35,20.2,1.34,1.6,23.8,6.3,15.5,100.0,1021.6,0.0,0.0
331,1,23:00:00,0.0,18.3,0.41,3.1,13.6,14.55,16.0,0.92,1.2,32.1,6.2,15.5,100.0,1022.1,0.0,0.0
332,2,00:00:00,0.0,18.05,0.3,2.75,13.8,15.4,17.4,0.77,0.8,35.0,6.3,14.8,100.0,1022.7,0.0,0.0
332,2,01:00:00,0.0,13.0,0.25,1.6,10.6,18.15,19.3,0.75,0.8,35.6,6.3,11.5,100.0,1023.2,0.0,0.0
332,2,02:00:00,0.0,11.6,0.23,0.7999999999999999,10.35,20.8,19.3,0.69,0.8,36.4,6.2,11.2,100.0,1023.8,0.0,0.0
332,2,03:00:00,0.0,11.25,0.23,1.35,9.2,19.65,19.9,0.65,0.6,36.0,6.2,11.2,100.0,1023.9,0.0,0.0
332,2,04:00:00,0.0,11.9,0.22,1.7,9.25,21.45,19.5,0.61,0.5,38.2,6.0,13.3,100.0,1024.1,0.0,0.0
332,2,05:00:00,0.0,16.2,0.26,3.2,11.3,21.45,21.8,0.58,0.5,30.7,6.0,13.0,100.0,1024.3,0.0,0.0
332,2,06:00:00,0.0,32.8,0.31,9.05,19.05,28.05,28.2,0.6699999999999999,0.7,25.6,5.4,13.7,100.0,1025.0,0.0,0.0
332,2,07:00:00,0.06,49.5,0.4,16.45,24.3,26.8,26.1,0.76,1.0,28.2,4.7,12.2,100.0,1026.1,0.0,0.0
332,2,08:00:00,1.06,71.8,0.44,24.55,34.2,25.95,26.8,0.79,1.7,19.8,4.6,11.2,100.0,1026.2,0.0,0.0
332,2,09:00:00,2.54,63.55,0.36,17.7,36.5,29.55,24.3,0.83,4.1,21.6,5.1,9.0,100.0,1025.9,0.0,0.0
332,2,10:00:00,5.34,52.65,0.36,14.6,30.3,32.25,23.6,0.68,7.7,29.0,5.9,10.1,100.0,1026.3,0.0,0.0
332,2,11:00:00,5.4,49.55,0.35,16.85,23.75,20.95,19.3,0.67,4.2,44.7,6.4,8.6,100.0,1025.7,0.0,0.0
332,2,12:00:00,2.25,29.35,0.28,8.35,16.6,17.6,17.1,0.53,5.2,50.9,7.5,9.0,85.0,1025.2,0.0,0.0
332,2,13:00:00,1.88,42.8,0.28,13.7,21.8,18.6,17.225,0.48,6.3,53.9,8.4,6.5,91.0,1025.4,0.0,0.0
332,2,14:00:00,0.93,38.5,0.3,11.8,20.5,13.6,17.35,0.44,4.3,59.2,8.2,6.1,97.0,1025.3,0.0,0.0
332,2,15:00:00,0.05,65.85,0.41,20.7,34.15,23.6,17.475,0.41,5.6,48.4,7.1,7.2,85.0,1025.6,0.0,0.0
332,2,16:00:00,0.0,73.25,0.5,15.85,48.95,28.6,17.6,0.56,2.1,24.2,6.0,7.6,14.0,1026.0,0.0,0.0
332,2,17:00:00,0.0,89.80000000000001,0.58,20.7,58.05,33.9,29.3,1.42,3.0,11.7,4.7,10.1,0.0,1025.7,0.0,0.0
332,2,18:00:00,0.0,58.5,0.54,9.8,43.5,37.1,37.4,1.79,3.1,17.8,3.9,9.4,0.0,1025.6,0.0,0.0
332,2,19:00:00,0.0,56.75,0.57,11.7,38.85,43.95,45.5,2.49,2.5,11.6,3.4,9.4,0.0,1025.7,0.0,0.0
332,2,20:00:00,0.0,78.9,0.78,22.0,45.2,64.8,58.3,3.55,2.7,4.7,3.0,9.7,17.0,1025.5,0.0,0.0
332,2,21:00:00,0.0,72.0,0.91,20.7,40.35,62.4,67.4,3.48,1.5,6.0,2.8,10.1,0.0,1025.5,0.0,0.0
332,2,22:00:00,0.0,66.75,0.78,21.0,34.5,67.5,63.8,3.95,1.5,3.1,2.6,11.9,15.0,1025.0,0.0,0.0
332,2,23:00:00,0.0,33.349999999999994,0.62,6.55,23.35,51.650000000000006,51.7,4.14,0.9,10.4,2.6,13.3,2.0,1024.4,0.0,0.0
333,3,00:00:00,0.0,14.95,0.43,1.7000000000000002,12.3,31.9,35.3,2.39,0.8,27.9,3.0,11.9,2.0,1023.9,0.0,0.0
333,3,01:00:00,0.0,7.9,0.34,0.75,6.75,27.95,30.3,1.71,1.0,39.0,3.3,14.0,39.0,1023.5,0.0,0.0
333,3,02:00:00,0.0,7.6,0.33,0.8,6.3,29.5,29.4,1.34,1.5,40.9,3.3,16.6,0.0,1022.8,0.0,0.0
333,3,03:00:00,0.0,6.5,0.3,0.3999999999999999,5.95,25.95,28.2,1.07,2.0,42.7,3.6,16.6,10.0,1021.1,0.0,0.0
333,3,04:00:00,0.0,5.6,0.27,0.35,5.0,21.75,24.6,0.91,1.1,47.9,4.1,19.8,0.0,1020.9,0.0,0.0
333,3,05:00:00,0.0,6.199999999999999,0.26,0.75,5.0,18.8,20.0,0.9,0.7,51.1,4.2,22.3,44.0,1020.0,0.0,0.0
333,3,06:00:00,0.0,9.15,0.26,1.35,7.1000000000000005,15.0,17.9,0.82,0.7,52.1,4.6,24.8,100.0,1019.1,0.0,0.0
333,3,07:00:00,0.21,11.8,0.27,2.05,8.7,18.65,18.4,0.96,0.7,50.8,5.2,24.1,100.0,1019.2,0.0,0.0
333,3,08:00:00,0.9,22.5,0.29,4.75,15.2,19.55,18.2,1.1,0.8,43.6,5.7,25.6,100.0,1018.1,0.0,0.0
333,3,09:00:00,0.62,20.9,0.33,4.55,13.85,16.2,18.2,0.92,0.4,46.1,6.3,27.4,100.0,1017.2,0.0,0.0
333,3,10:00:00,0.48,17.75,0.31,3.95,11.7,18.9,18.1,0.86,0.9,51.1,5.6,24.8,100.0,1016.7,1.6,0.0
333,3,11:00:00,0.52,20.15,0.32,4.2,13.7,21.4,19.4,0.75,0.8,46.4,5.4,25.9,100.0,1016.7,2.4,0.0
333,3,12:00:00,0.43,23.700000000000003,0.32,5.15,15.75,18.6,20.1,0.78,0.6,41.5,5.4,22.7,100.0,1016.5,2.2,0.0
333,3,13:00:00,0.3,20.35,0.35,3.45,15.1,20.8,21.2,0.83,1.0,42.3,5.1,25.6,100.0,1017.1,0.4,0.0
333,3,14:00:00,0.3,22.35,0.36,4.3,15.75,18.95,19.3,0.93,0.7,39.8,4.8,22.0,100.0,1016.8,0.4,0.0
333,3,15:00:00,0.02,26.35,0.36,4.65,19.200000000000003,20.0,20.2,1.01,0.7,34.2,4.9,21.2,100.0,1017.3,0.3,0.0
333,3,16:00:00,0.0,28.45,0.42,5.0,20.7,22.75,22.9,1.07,0.6,36.3,4.8,19.8,100.0,1017.4,0.3,0.0
333,3,17:00:00,0.0,21.2,0.43,3.6,15.7,15.8,23.9,1.29,0.8,34.2,4.6,19.8,100.0,1017.4,0.1,0.0
333,3,18:00:00,0.0,27.200000000000003,0.44,5.300000000000001,19.05,20.75,24.9,1.52,0.9,29.2,4.6,15.5,57.0,1016.5,0.0,0.0
333,3,19:00:00,0.0,37.35,0.52,8.4,24.6,21.7,26.7,1.63,1.7,27.1,4.2,15.8,54.0,1017.1,0.0,0.0
333,3,20:00:00,0.0,39.55,0.49,7.1,28.7,28.8,28.6,1.77,1.6,17.0,3.6,15.1,6.0,1017.6,0.0,0.0
333,3,21:00:00,0.0,30.85,0.53,4.7,23.65,28.0,31.7,2.26,1.4,17.0,3.1,15.8,97.0,1017.8,0.0,0.0
333,3,22:00:00,0.0,24.15,0.49,2.75,19.95,27.05,28.1,2.01,1.2,24.3,3.6,13.3,97.0,1017.8,0.0,0.0
333,3,23:00:00,0.0,24.3,0.46,3.1,19.55,22.65,27.4,1.67,1.1,28.6,3.0,11.5,9.0,1017.8,0.0,0.0
334,4,00:00:00,0.0,18.15,0.41,1.95,15.2,23.55,23.5,1.54,0.9,28.5,2.8,9.0,94.0,1018.0,0.0,0.0
334,4,01:00:00,0.0,15.2,0.41,1.2999999999999998,13.25,22.5,24.8,1.52,0.8,29.7,3.2,11.9,100.0,1019.2,0.0,0.0
334,4,02:00:00,0.0,11.75,0.39,0.9,10.35,19.2,22.1,1.21,1.0,29.8,2.8,11.2,99.0,1019.0,0.0,0.0
334,4,03:00:00,0.0,10.15,0.37,0.65,9.2,16.299999999999997,18.7,1.2,0.7,30.5,3.2,10.8,92.0,1019.2,0.0,0.0
334,4,04:00:00,0.0,9.25,0.31,0.5,8.45,13.35,15.8,0.97,0.7,32.6,3.3,9.4,100.0,1019.3,0.0,0.0
334,4,05:00:00,0.0,11.15,0.32,1.05,9.55,16.75,16.8,0.79,0.4,29.8,3.8,8.6,100.0,1020.2,0.1,0.0
334,4,06:00:00,0.0,26.85,0.34,7.55,15.3,15.75,17.3,0.76,0.6,26.3,4.3,7.9,100.0,1020.9,0.1,0.0
334,4,07:00:00,0.08,38.45,0.35,8.75,25.0,16.25,14.6,0.69,2.6,18.7,4.5,7.9,100.0,1021.7,0.1,0.0
334,4,08:00:00,0.72,66.1,0.38,21.2,33.65,11.85,10.7,0.69,1.7,14.3,4.5,6.5,100.0,1022.7,0.1,0.0
334,4,09:00:00,1.95,45.150000000000006,0.33,10.8,28.7,10.3,9.7,0.69,2.0,16.0,4.9,5.8,46.0,1023.3,0.0,0.0
334,4,10:00:00,0.91,40.6,0.33,10.2,24.95,11.25,13.1,0.69,0.7,22.2,5.4,7.6,100.0,1024.1,0.0,0.0
334,4,11:00:00,1.28,55.45,0.38,18.6,27.0,13.2,13.5,0.62,7.1,18.3,5.3,6.5,97.0,1023.9,0.0,0.0
334,4,12:00:00,2.67,60.0,0.36,20.1,29.2,15.0,14.8,0.59,4.4,16.0,5.6,3.6,100.0,1024.8,0.0,0.0
334,4,13:00:00,0.28,64.1,0.4,23.8,27.65,17.799999999999997,16.9,0.65,2.8,22.1,5.7,4.0,100.0,1025.1,0.0,0.0
334,4,14:00:00,0.16,54.95,0.47,14.85,32.2,17.95,20.3,0.61,2.0,14.6,5.5,7.9,100.0,1026.1,0.0,0.0
334,4,15:00:00,0.03,145.95,0.77,67.2,43.2,21.3,22.4,0.69,1.9,13.6,5.3,9.7,100.0,1027.0,0.0,0.0
334,4,16:00:00,0.0,140.85,0.78,63.8,43.2,23.0,24.9,0.77,2.0,6.2,5.2,9.4,100.0,1027.9,0.0,0.0
334,4,17:00:00,0.0,114.3,0.74,47.75,41.2,27.15,35.3,0.86,1.5,5.3,4.9,8.3,100.0,1028.9,0.2,0.0
334,4,18:00:00,0.0,117.55,0.8,51.45,38.8,35.1,43.6,1.04,1.9,3.1,4.7,8.3,88.0,1029.8,0.0,0.0
334,4,19:00:00,0.0,100.05,0.72,41.3,36.85,40.7,47.0,1.81,2.5,5.5,4.5,8.3,100.0,1030.4,0.0,0.0
334,4,20:00:00,0.0,105.05,0.84,45.0,36.150000000000006,42.95,49.0,1.49,2.1,8.2,4.7,11.5,100.0,1031.0,0.1,0.0
334,4,21:00:00,0.0,100.9,0.72,43.25,34.75,49.7,51.5,2.07,1.8,7.9,4.4,10.8,100.0,1031.6,0.1,0.0
334,4,22:00:00,0.0,55.6,0.6,19.5,25.85,48.75,50.3,1.98,1.3,13.4,4.2,9.7,100.0,1032.1,0.0,0.0
334,4,23:00:00,0.0,44.7,0.5,14.1,23.1,43.55,43.6,1.78,1.4,14.7,4.0,9.4,81.0,1032.0,0.0,0.0
335,5,00:00:00,0.0,34.95,0.51,13.6,14.15,35.95,34.9,1.3,1.0,30.0,4.4,9.0,100.0,1032.8,0.0,0.0
335,5,01:00:00,0.0,33.05,0.41,10.95,16.25,35.05,35.8,1.19,1.1,27.5,4.2,9.0,100.0,1033.1,0.0,0.0
335,5,02:00:00,0.0,25.0,0.37,6.55,14.95,34.75,34.7,1.07,0.7,20.1,4.2,9.0,100.0,1033.8,0.0,0.0
335,5,03:00:00,0.0,25.9,0.32,3.85,20.0,31.200000000000003,33.1,0.84,0.8,13.1,4.1,11.9,100.0,1034.1,0.0,0.0
335,5,04:00:00,0.0,22.700000000000003,0.28,4.95,15.15,24.55,26.4,0.69,0.7,22.2,4.2,12.2,100.0,1034.6,0.0,0.0
335,5,05:00:00,0.0,26.65,0.27,4.25,20.2,24.200000000000003,25.5,0.63,0.7,16.2,4.3,10.1,100.0,1034.8,0.0,0.0
335,5,06:00:00,0.0,23.15,0.28,6.15,13.8,28.55,26.3,0.59,0.5,23.3,4.3,12.6,100.0,1035.1,0.0,0.0
335,5,07:00:00,0.04,32.6,0.31,10.45,16.6,29.95,27.2,0.62,0.4,19.9,4.3,11.2,100.0,1035.5,0.0,0.0
335,5,08:00:00,0.51,51.15,0.43,20.9,19.2,30.45,26.6,0.66,0.3,20.7,4.5,10.1,100.0,1036.0,0.0,0.0
335,5,09:00:00,1.07,56.2,0.44,23.4,20.4,30.45,28.2,0.745,0.5,18.9,4.7,10.1,100.0,1036.1,0.0,0.0
335,5,10:00:00,1.13,61.15,0.48,26.0,21.45,32.3,29.2,0.83,0.6,17.8,5.0,8.6,100.0,1035.9,0.0,0.0
335,5,11:00:00,1.25,72.8,0.58,34.0,20.8,34.25,32.4,0.8,0.7,17.3,5.1,9.0,93.0,1035.3,0.0,0.0
335,5,12:00:00,1.62,81.8,0.62,37.3,24.65,34.75,33.1,0.82,1.0,18.1,5.5,11.5,100.0,1035.0,0.0,0.0
335,5,13:00:00,0.92,77.1,0.6,34.9,21.75,34.6,32.3,0.86,0.9,22.0,5.3,10.1,100.0,1034.6,0.0,0.0
335,5,14:00:00,0.39000000001,72.65,0.56,32.65,22.65,31.85,31.8,0.8,0.7,22.2,5.0,9.4,100.0,1035.6,0.1,0.0
335,5,15:00:00,0.0,85.3,0.68,40.45,23.45,29.75,31.1,0.83,1.0,22.1,4.8,9.4,100.0,1035.7,0.0,0.0
335,5,16:00:00,0.0,91.9,0.69,41.0,29.2,28.75,33.9,0.92,1.0,17.2,4.3,7.9,100.0,1035.3,0.0,0.0
335,5,17:00:00,0.0,89.65,0.66,37.45,32.4,36.75,36.5,1.36,1.8,11.5,4.0,6.8,100.0,1035.8,0.0,0.0
335,5,18:00:00,0.0,95.55,0.82,41.2,32.5,43.05,43.9,2.03,2.2,11.9,4.0,7.6,100.0,1035.7,0.0,0.0
335,5,19:00:00,0.0,87.85000000000001,0.89,39.6,27.3,45.0,48.6,2.13,2.7,13.4,4.0,8.3,100.0,1035.6,0.0,0.0
335,5,20:00:00,0.0,54.7,0.57,20.45,23.4,40.95,41.9,2.36,2.6,12.7,3.8,7.9,100.0,1035.4,0.0,0.0
